x,y
-0.6703125,1.0
-0.66875,1.0
-0.6671875,1.0
-0.665625,1.0
-0.6640625,1.0
-0.6625,1.0
-0.6609375,1.0
-0.659375,1.0
-0.6578125,1.0
-0.65625,1.0
-0.6546875,1.0
-0.653125,1.0
-0.6515625,1.0
-0.65,1.0
-0.6484375,1.0
-0.646875,1.0
-0.6453125,1.0
-0.64375,1.0
-0.6421875,1.0
-0.640625,1.0
-0.6390625,1.0
-0.6375,1.0
-0.6359375,1.0
-0.634375,1.0
-0.6328125,1.0
-0.63125,1.0
-0.6296875,1.0
-0.628125,1.0
-0.6265625,1.0
-0.625,1.0
-0.6234375,1.0
-0.621875,1.0
-0.6203125,1.0
-0.61875,1.0
-0.6171875,1.0
-0.615625,1.0
-0.6140625,1.0
-0.6125,1.0
-0.6109375,1.0
-0.4203125,1.0
-0.41875,1.0
-0.4171875,1.0
-0.415625,1.0
-0.4140625,1.0
-0.4125,1.0
-0.4109375,1.0
-0.409375,1.0
-0.4078125,1.0
-0.40625,1.0
-0.4046875,1.0
-0.403125,1.0
-0.4015625,1.0
-0.4,1.0
-0.3984375,1.0
-0.396875,1.0
-0.3953125,1.0
-0.39375,1.0
-0.3921875,1.0
-0.390625,1.0
-0.3890625,1.0
-0.3875,1.0
-0.353125,1.0
-0.3515625,1.0
-0.35,1.0
-0.3484375,1.0
-0.346875,1.0
-0.3453125,1.0
-0.34375,1.0
-0.3421875,1.0
-0.340625,1.0
-0.3390625,1.0
-0.3375,1.0
-0.3359375,1.0
-0.334375,1.0
-0.046875,1.0
-0.0453125,1.0
-0.04375,1.0
-0.0421875,1.0
-0.040625,1.0
-0.0390625,1.0
-0.0375,1.0
-0.0359375,1.0
-0.034375,1.0
-0.0328125,1.0
-0.03125,1.0
-0.0296875,1.0
-0.028125,1.0
-0.0265625,1.0
-0.025,1.0
-0.0234375,1.0
-0.021875,1.0
-0.0203125,1.0
-0.01875,1.0
-0.0171875,1.0
-0.015625,1.0
-0.0140625,1.0
-0.0125,1.0
-0.0109375,1.0
-0.009375,1.0
-0.0078125,1.0
-0.00625,1.0
-0.0046875,1.0
-0.003125,1.0
-0.0015625,1.0
0.0,1.0
0.0015625,1.0
0.003125,1.0
0.0046875,1.0
0.00625,1.0
0.0078125,1.0
-0.671875,0.9977973568281939
-0.6703125,0.9977973568281939
-0.66875,0.9977973568281939
-0.6671875,0.9977973568281939
-0.665625,0.9977973568281939
-0.6640625,0.9977973568281939
-0.6625,0.9977973568281939
-0.6609375,0.9977973568281939
-0.659375,0.9977973568281939
-0.6578125,0.9977973568281939
-0.65625,0.9977973568281939
-0.6546875,0.9977973568281939
-0.653125,0.9977973568281939
-0.6515625,0.9977973568281939
-0.65,0.9977973568281939
-0.6484375,0.9977973568281939
-0.646875,0.9977973568281939
-0.6453125,0.9977973568281939
-0.64375,0.9977973568281939
-0.6421875,0.9977973568281939
-0.640625,0.9977973568281939
-0.6390625,0.9977973568281939
-0.6375,0.9977973568281939
-0.6359375,0.9977973568281939
-0.634375,0.9977973568281939
-0.6328125,0.9977973568281939
-0.63125,0.9977973568281939
-0.6296875,0.9977973568281939
-0.628125,0.9977973568281939
-0.6265625,0.9977973568281939
-0.625,0.9977973568281939
-0.6234375,0.9977973568281939
-0.621875,0.9977973568281939
-0.6203125,0.9977973568281939
-0.61875,0.9977973568281939
-0.6171875,0.9977973568281939
-0.615625,0.9977973568281939
-0.6140625,0.9977973568281939
-0.6125,0.9977973568281939
-0.6109375,0.9977973568281939
-0.609375,0.9977973568281939
-0.6078125,0.9977973568281939
-0.60625,0.9977973568281939
-0.6046875,0.9977973568281939
-0.603125,0.9977973568281939
-0.6015625,0.9977973568281939
-0.6,0.9977973568281939
-0.5984375,0.9977973568281939
-0.425,0.9977973568281939
-0.4234375,0.9977973568281939
-0.421875,0.9977973568281939
-0.4203125,0.9977973568281939
-0.41875,0.9977973568281939
-0.4171875,0.9977973568281939
-0.415625,0.9977973568281939
-0.4140625,0.9977973568281939
-0.4125,0.9977973568281939
-0.4109375,0.9977973568281939
-0.409375,0.9977973568281939
-0.4078125,0.9977973568281939
-0.40625,0.9977973568281939
